keyword,canonical_keyword,volume,kd,cpc,serp_features,topical_silo,primary_entity,entity_id,entity_type,parent_entity,intent,intent_detail,geo_modifier,comparison_entity_a,comparison_entity_b,cluster_key,cluster_label,recommended_page_type,recommended_action,suggested_url,entity_existing_page,needs_manual_review,current_url,current_position,current_traffic,competitor_url,updated
mcdonalds sprite,mcdonalds sprite,4200,1,0.53,"People also ask, Sitelinks, Top stories, Thumbnail, Video preview",Beverages,Soft Drink Small,bev-soft-drink-small,product_variant,Soft Drink,overview,overview_general,,,,bev-soft-drink-small__overview_general,Soft Drink Small - overview general,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/beverages-drinks/soft-drink-small/,Yes,No,,,,https://www.mac-menus.com/sprite/,2026-05-01 05:44:11
mcdonalds menu prices,mcdonald's menu with prices 2025,4100,62,0.07,"People also ask, Video preview",Brand Core,McDonald's Menu,menu-hub,menu_hub,,commercial,price_value,,,,menu-hub__price_value,McDonald's Menu - price value,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,No,,,,https://www.mac-menus.com/,2026-05-01 15:34:14
mcdonald's big breakfast,mcdonald's big breakfast,4100,0,0.58,,Breakfast,Big Breakfast,bfast-big-breakfast,product_variant,Breakfast Menu,overview,overview_menu,,,,bfast-big-breakfast__overview_menu,Big Breakfast - overview menu,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/big-breakfast/,Yes,No,,,,https://www.mac-menus.com/big-breakfast/,2026-05-05 11:11:13
big mac mcdonalds,mcdonald's big mac,4100,56,0.2,"Sitelinks, People also ask, Top stories, Thumbnail, Video preview",Burgers,Big Mac,burgers-big-mac,product_variant,Burgers Menu,overview,overview_general,,,,burgers-big-mac__overview_general,Big Mac - overview general,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/big-mac/,Yes,No,,,,https://www.mac-menus.com/,2026-05-04 21:10:28
hot coco,hot coco,4100,35,0.12,"People also ask, Top stories, Thumbnail, Video preview, Sitelinks",McCafe Coffees,McCafe Hot Chocolate,coffee-mccafe-hot-chocolate,product_family,McCafe Coffees,overview,overview_general,,,,coffee-mccafe-hot-chocolate__overview_general,McCafe Hot Chocolate - overview general,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/,Yes,No,,,,https://www.mac-menus.com/hot-chocolate/,2026-05-04 04:16:00
big breakfast,mcdonald's big breakfast,4000,24,0.18,"People also ask, Top stories, Thumbnail, Knowledge panel, Video preview",Breakfast,Big Breakfast,bfast-big-breakfast,product_variant,Breakfast Menu,overview,overview_menu,,,,bfast-big-breakfast__overview_menu,Big Breakfast - overview menu,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/big-breakfast/,Yes,No,,,,https://www.mac-menus.com/big-breakfast/,2026-05-03 16:15:51
sausage egg mcmuffin calories,sausage egg mcmuffin calories,4000,2,0.03,"AI Overview, Thumbnail, Knowledge card, People also ask, Video preview, Top stories",Breakfast,Egg McMuffin,bfast-egg-mcmuffin,product_variant,Breakfast Menu,nutrition,nutrition_macros,,,,bfast-egg-mcmuffin__nutrition_macros,Egg McMuffin - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/egg-mcmuffin/,Yes,No,,,,https://www.mac-menus.com/sausage-mcmuffin-with-egg/,2026-05-02 19:40:30
mcdonald's menu 2024,mcdonald's menu,4000,73,0.06,"AI Overview, People also ask, Top stories, Thumbnail, Video preview, Sitelinks",Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_menu,,,,menu-hub__overview_menu,McDonald's Menu - overview menu,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,No,,,,https://www.mac-menus.com/,2026-05-02 09:14:22
double quarter pounder,double quarter pounder with cheese,4000,2,0.58,"People also ask, Top stories, Video preview, Thumbnail, Bottom ads, Paid sitelinks",Burgers,Double Quarter Pounder with Cheese,burgers-double-quarter-pounder-with-cheese,product_variant,Burgers Menu,overview,overview_general,,,,burgers-double-quarter-pounder-with-cheese__overview_general,Double Quarter Pounder with Cheese - overview general,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/double-quarter-pounder-with-cheese/,Yes,No,,,,https://www.mac-menus.com/,2026-05-01 13:07:53
mcdonalds frappe,mcdonalds frappe,4000,2,0.2,"AI Overview, People also ask, Top stories, Thumbnail, Video preview, Sitelinks",McCafe Coffees,Frappe,coffee-frappe,product_family,McCafe Coffees,overview,overview_general,,,,coffee-frappe__overview_general,Frappe - overview general,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/,Yes,No,,,,https://www.mac-menus.com/caramel-frappe/,2026-05-01 15:50:44
big mac meal,mcdonald big mac meal,3900,55,0.37,"AI Overview, People also ask, Video preview",Value & Deals,Big Mac Meal,evm-big-mac-meal,product_variant,Extra Value Meals,overview,overview_menu,,,,evm-big-mac-meal__overview_menu,Big Mac Meal - overview menu,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/extra-value-meals/big-mac-meal/,Yes,No,,,,https://www.mac-menus.com/big-mac-combo-meal/,2026-05-01 08:09:36
steak bagel mcdonald's,steak bagel mcdonald's,3900,0,0.39,"AI Overview, People also ask, Top stories, Thumbnail, Video preview, Sitelinks",Breakfast,Bagel,bfast-bagel,product_variant,Breakfast Menu,overview,overview_general,,,,bfast-bagel__overview_general,Bagel - overview general,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/bagel/,Yes,No,,,,https://www.mac-menus.com/steak-egg-cheese-bagel/,2026-05-02 00:42:13
www.mcdvoice.com surveys code,mcdvoice,3900,0,0.29,"Sitelinks, People also ask, Video preview",Customer Journey,McDVoice Survey,mcdvoice,service_page,,service_task,service_survey,,,,mcdvoice__service_survey,McDVoice Survey - service survey,service,Create a new support page and interlink it from the main menu hub.,https://mcdomenuusa.com/mcdvoice/,No,No,,,,https://www.mac-menus.com/mcdvoice/,2026-05-04 07:45:25
quarter pounder with cheese,quarter pounder,3700,5,0.09,"People also ask, Sitelinks, Top stories, Video preview, Thumbnail",Burgers,Quarter Pounder with Cheese,burgers-quarter-pounder-with-cheese,product_variant,Burgers Menu,overview,overview_general,,,,burgers-quarter-pounder-with-cheese__overview_general,Quarter Pounder with Cheese - overview general,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/quarter-pounder-with-cheese/,Yes,No,,,,https://www.mac-menus.com/quarter-pounder-with-cheese/,2026-04-26 06:00:54
mcdonalds cookies,mcdonalds cookies,3700,0,0.2,,Sweets & Treats,Chocolate Chip Cookie,sweets-chocolate-chip-cookie,product_variant,Sweets & Treats,overview,overview_general,,,,sweets-chocolate-chip-cookie__overview_general,Chocolate Chip Cookie - overview general,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sweets-treats/chocolate-chip-cookie/,Yes,No,,,,https://www.mac-menus.com/chocolate-chip-cookie/,2026-05-04 21:12:50
mcdonald's menu with prices 2024,mcdonald's menu with prices 2025,3600,63,0.08,"People also ask, AI Overview, Video preview, Sitelinks",Brand Core,McDonald's Menu,menu-hub,menu_hub,,commercial,price_value,,,,menu-hub__price_value,McDonald's Menu - price value,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,No,,,,https://www.mac-menus.com/,2026-05-02 08:11:15
mcdonald's hash brown calories,mcdonald's hash brown calories,3600,0,0.25,"Knowledge card, AI Overview, People also ask, Video preview",Breakfast,Hash Browns,bfast-hash-browns,product_variant,Breakfast Menu,nutrition,nutrition_macros,,,,bfast-hash-browns__nutrition_macros,Hash Browns - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/hash-browns/,Yes,No,,,,https://www.mac-menus.com/hash-browns/,2026-05-03 15:05:23
mcflurry calories,mcflurry calories,3600,2,0.26,"AI Overview, People also ask, Video preview",Sweets & Treats,OREO McFlurry,sweets-oreo-mcflurry,product_variant,Sweets & Treats,nutrition,nutrition_macros,,,,sweets-oreo-mcflurry__nutrition_macros,OREO McFlurry - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sweets-treats/oreo-mcflurry/,Yes,No,,,,https://www.mac-menus.com/mcflurry-with-oreo-cookies/,2026-05-02 05:27:54
mcdonald's cookies,mcdonalds cookies,3500,0,0.25,"AI Overview, People also ask, Top stories, Thumbnail, Video preview, Sitelinks",Sweets & Treats,Chocolate Chip Cookie,sweets-chocolate-chip-cookie,product_variant,Sweets & Treats,overview,overview_general,,,,sweets-chocolate-chip-cookie__overview_general,Chocolate Chip Cookie - overview general,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sweets-treats/chocolate-chip-cookie/,Yes,No,,,,https://www.mac-menus.com/chocolate-chip-cookie/,2026-05-05 07:37:09
how much is a big mac meal,big mac meal price,3400,66,0.31,"AI Overview, People also ask, Top stories, Thumbnail, Video preview",Value & Deals,Big Mac Meal,evm-big-mac-meal,product_variant,Extra Value Meals,commercial,price_value,,,,evm-big-mac-meal__price_value,Big Mac Meal - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/extra-value-meals/big-mac-meal/,Yes,No,,,,https://www.mac-menus.com/,2026-05-04 22:36:28
mcdonalds hashbrown calories,mcdonald's hash brown calories,3400,2,0.06,"AI Overview, Thumbnail, People also ask, Video preview",Breakfast,Hash Browns,bfast-hash-browns,product_variant,Breakfast Menu,nutrition,nutrition_macros,,,,bfast-hash-browns__nutrition_macros,Hash Browns - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/hash-browns/,Yes,No,,,,https://www.mac-menus.com/hash-browns/,2026-05-04 02:32:29
how much does a big mac cost,how much is a big mac,3300,63,0.25,"AI Overview, People also ask, Top stories, Thumbnail, Video preview",Burgers,Big Mac,burgers-big-mac,product_variant,Burgers Menu,commercial,price_value,,,,burgers-big-mac__price_value,Big Mac - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/big-mac/,Yes,No,,,,https://www.mac-menus.com/,2026-05-04 18:15:18
how much is a 10 piece mcnugget,how much is a 10 piece mcnugget,3300,2,0.66,"AI Overview, People also ask, Video preview",McNuggets & Strips,10 pc Chicken McNuggets,nuggets-10-pc-chicken-mcnuggets,product_variant,Chicken McNuggets,commercial,price_value,,,,nuggets-10-pc-chicken-mcnuggets__price_value,10 pc Chicken McNuggets - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mcnuggets-strips/10-pc-chicken-mcnuggets/,Yes,No,,,,https://www.mac-menus.com/10-piece-chicken-mcnuggets/,2026-05-02 15:34:01
how much is a mcflurry,how much is a mcflurry,3300,34,0.18,"AI Overview, Thumbnail, People also ask, Sitelinks, Bottom ads, Video preview",Sweets & Treats,OREO McFlurry,sweets-oreo-mcflurry,product_variant,Sweets & Treats,commercial,price_value,,,,sweets-oreo-mcflurry__price_value,OREO McFlurry - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sweets-treats/oreo-mcflurry/,Yes,No,,,,https://www.mac-menus.com/,2026-05-04 11:02:52
sausage mcmuffin calories,sausage mcmuffin calories,3300,3,0.03,"AI Overview, Knowledge card, People also ask, Video preview",Breakfast,Sausage McMuffin,bfast-sausage-mcmuffin,product_variant,Breakfast Menu,nutrition,nutrition_macros,,,,bfast-sausage-mcmuffin__nutrition_macros,Sausage McMuffin - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/sausage-mcmuffin/,Yes,No,,,,https://www.mac-menus.com/sausage-mcmuffin-with-egg-meal/,2026-05-02 14:17:36
mcdonald's survey,mcdvoice,3300,0,0.04,"Sitelinks, Video preview",Customer Journey,McDVoice Survey,mcdvoice,service_page,,service_task,service_survey,,,,mcdvoice__service_survey,McDVoice Survey - service survey,service,Create a new support page and interlink it from the main menu hub.,https://mcdomenuusa.com/mcdvoice/,No,No,,,,https://www.mac-menus.com/mcdvoice/,2026-05-02 22:18:13
10 piece chicken mcnuggets calories,10 piece chicken mcnuggets calories,3300,1,0.06,"Knowledge card, People also ask, Video preview",McNuggets & Strips,10 pc Chicken McNuggets,nuggets-10-pc-chicken-mcnuggets,product_variant,Chicken McNuggets,nutrition,nutrition_macros,,,,nuggets-10-pc-chicken-mcnuggets__nutrition_macros,10 pc Chicken McNuggets - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mcnuggets-strips/10-pc-chicken-mcnuggets/,Yes,No,,,,https://www.mac-menus.com/chicken-mcnuggets/,2026-05-02 20:02:25
mcdonald's $5 meal,mcdonald's $5 meal,3100,17,0.24,"AI Overview, Thumbnail, People also ask, Top stories, Video preview",Value & Deals,Extra Value Meals,extra-value-meals,menu_guide,,overview,overview_menu,,,,extra-value-meals__overview_menu,Extra Value Meals - overview menu,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/extra-value-meals/,Yes,No,,,,https://www.mac-menus.com/the-mcdouble-5-meal-deal/,2026-05-04 13:48:33
mcdonald's bundle box,mcdonald's bundle box,3100,28,0.46,"AI Overview, People also ask, Top stories, Thumbnail, Video preview",Value & Deals,Shareables & Bundles,shareables-bundles,support_page,,commercial,price_value,,,,shareables-bundles__price_value,Shareables & Bundles - price value,support,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/shareables-bundles/,Yes,No,,,,https://www.mac-menus.com/mcdonalds-shareables-bundles/,2026-05-01 10:17:03
20 piece chicken mcnuggets price,20 piece chicken mcnuggets price,3100,36,0.5,"AI Overview, Thumbnail",McNuggets & Strips,20 pc Chicken McNuggets,nuggets-20-pc-chicken-mcnuggets,product_variant,Chicken McNuggets,commercial,price_value,,,,nuggets-20-pc-chicken-mcnuggets__price_value,20 pc Chicken McNuggets - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mcnuggets-strips/20-pc-chicken-mcnuggets/,Yes,No,,,,https://www.mac-menus.com/20-piece-chicken-mcnuggets/,2026-04-27 03:00:13
how much is a 20 piece mcnugget,20 piece chicken mcnuggets price,3100,12,0.63,"AI Overview, People also ask, Video preview",McNuggets & Strips,20 pc Chicken McNuggets,nuggets-20-pc-chicken-mcnuggets,product_variant,Chicken McNuggets,commercial,price_value,,,,nuggets-20-pc-chicken-mcnuggets__price_value,20 pc Chicken McNuggets - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mcnuggets-strips/20-pc-chicken-mcnuggets/,Yes,No,,,,https://www.mac-menus.com/20-piece-chicken-mcnuggets/,2026-05-05 02:42:53
menu mcdonalds,mcdonald's menu,3000,70,0.08,"People also ask, Video preview",Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_menu,,,,menu-hub__overview_menu,McDonald's Menu - overview menu,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/,2026-05-04 20:16:09
mcdonalds chicken strips,mcdonalds chicken strips,3000,3,0.39,"AI Overview, People also ask, Top stories, Thumbnail, Video preview, Sitelinks",McNuggets & Strips,McCrispy Strips,nuggets-mccrispy-strips,product_variant,McNuggets & Strips,overview,overview_general,,,,nuggets-mccrispy-strips__overview_general,McCrispy Strips - overview general,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mcnuggets-strips/mccrispy-strips/,Yes,No,,,,https://www.mac-menus.com/mccrispy-strips/,2026-05-03 08:21:43
mcdonald's double quarter pounder with cheese,double quarter pounder with cheese,3000,1,0.74,"People also ask, Discussions and forums, Top stories, Thumbnail, Video preview",Burgers,Double Quarter Pounder with Cheese,burgers-double-quarter-pounder-with-cheese,product_variant,Burgers Menu,overview,overview_general,,,,burgers-double-quarter-pounder-with-cheese__overview_general,Double Quarter Pounder with Cheese - overview general,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/double-quarter-pounder-with-cheese/,Yes,No,,,,https://www.mac-menus.com/double-quarter-pounder-with-cheese/,2026-05-03 22:36:44
